hash,label
0003af5afb90ca658be7e5e7dab9d6f9,0
00087eb31594d804129106a67910b6f4,1
000ef26dcc4b03c3b667fa6d85602725,0
001965eaa8eab4e761ac99c31c26d3e7,1
001dde5c2201b11a925efe0a06230712,0
00208f1aa6ebd03ebf70e847b6f690c8,0
002366c66434abcfe3ab63b46c392507,0
002ec0bd37d0bf36f6641ec7a428c49b,1
0036a7c9da3f1f4d5cdaac7ab97ea5b8,0
003adae0cb0a92ae88afb05b689eccb4,0
003e691923293c72dca0b670e9ff9390,0
004073126112d86b7a93c96ea78385fe,1
00427f212cf6572e3597638b1e19e0fd,0
0045d84a8b7c7612db30bdfd8e4bb01c,0
00469a53379e446f6fe764f38b3aca0c,1
004b3f9a69552e4a30e11899a9602db2,0
004d2db226b30000d0d6a5dbbc3ec1fd,0
004d93d68d957fb7995b4a7b202144c2,0
005080b3c7e3ea968a84e36424fa852f,0
00508ba14e614e43c6cf348c71705cd1,1
00530c23378127b34b4fcee2e569c17e,0
0059f548af01ec9182aa07afe42f97aa,0
006021dd34da642eee8fba81e5369d49,1
0060c0789f2d3f95aba1949d97f4ab51,0
0063df406cb9eae383d139f39d7d3fbb,0
006739acb1360c5366e60a7ece03cae0,0
006dca9c85e289405fd4ce5daccea708,1
006e0ebcb1e50a2efeca16bc607846bd,1
006f0f42e75239f907e01299723147e9,0
0070bb9c01b4e11e3cee0d5cf4a7da2a,1
0073cdfcc816651eeeabc936ad125151,1
00756b42e3a0e7661c1b447f017abf35,1
007714f966ec404ce118da3a46d0d9ab,0
00795bcc703c27ae96143401088c9874,1
0079b98cb0686e3e845103bc4d19d920,0
0081249fbf3dbd5881d3ab13c34ee236,0
008588118faf241a8703c9c57512a8e4,0
008d6edef60e9e6460d8b78663995033,1
0094c610563ab72fc41f86aacd548704,1
0099ff463daab975e32247857a8cd61c,0
009a5e441ac7eabec52dd9b951281953,0
00a3a3d1be610bbccb9ee2e0ee6fecb0,1
00a69515e06d8e5f009567032396855d,1
00a79065dd2feacd1a104355c8475539,1
00b2e561ca6ef337d003e731f6222e37,0
00b55c875b33bd2260fd26d115896e11,1
00bb90d261c3c473795c4f89968c57f1,0
00be062cc1311ef9598e5014c7a70550,1
00c04886805c5fecaaa734979b4c21cb,0
00c56635473dd208896b29f6a030d19f,0
00cfe31c06e789c536fd01345063c421,1
00d1ffacb9c062ad3a9a502e5ef40dac,1
00d5013bd4c39d24f5989cbf5c2d6f3b,0
00d8a1940e5b6e425b954889b31e264c,0
00e1b4ec8855e084107c33d750cdf6df,1
00e6037d9b72cf61806c316c3b3cc04c,1
00eb3181d1c574123a9fb3130b0517de,1
00ee306ae2cb5f16ff79c3736cd44e65,0
00ee344177ce1d78fc3385cb4aac3201,1
00f20300b506da05b753d04cd3b21006,0
00fa7993e6f52e1a0735f5422a4350fa,0
00fc38f81d5d9795991438cb262d0416,0
00fecb7bfcc4a0f7a7132119bc457fdc,0
0100dcd60629c843a3e63a3ed3c3b3f4,0
010394a473e77f7d72f63507b383f05c,0
0103a7212ca00ae0d434de5373388928,0
010ae0f5eea490b84472e8ec1c4e5030,1
010bcf5312985e02538a50d6f1af0279,0
010d825ab9b1b5d7e5bbe63f1649c891,1
010d99623d2a768b0ba2d418adfff92e,0
010e3e10edfcadc55059a9daebe25474,0
01116fd3e5ea491aca39176308e62bc4,0
01117917bb60d40cb95f04ecfc0a1244,0
0111a849fac7c3bab70d39a815275358,0
0112f8bf2e1dc8d5ec1d5190c7c35b3c,1
01181077e0cf68f18c38c7ceda84a861,0
01187afbc9f5c88463c020d98ad69ee5,1
0118ec40ff2231ebeee9c02c073d2e89,0
011cd801ec3a74b0a0e2a586a2889332,1
012115c6eb62e342446baf9af0ee6640,1
01235b4414e5193190d87281f98ae5f8,1
0126094af0d41657ade8c51bc0eb52a2,0
012c9b7c9bd2f16c4bf4277ca85cf83e,0
012dc7a9772612267948c79ab8f52c94,0
0133b0d675839f26689b6fa6173be0fc,1
01341338652ef2f8b81da86fb928c8a2,0
0135e435bb0aad0bd8e950f726813fc9,0
013b1a688eba34cf61e195dcfd323f20,0
013d863d784064af8c4a0d4e75f2ea62,0
013dcc852680da4a58d8964474a4c4b6,1
013e358dbe70b19e21154c9b41b427e4,0
013eb27099c9dac3249dc32290ef8580,1
013fe58fde95b085bc2a085966872ce3,1
014025d28c2901a05f3e04b8f76db7f5,0
014ca0eae0fdf83ffb6c21bb44ffbba6,1
014fc7ab3c40ff0022297260970db243,1
0151659dec94f5be2890d88727d073b8,0
01530cd471bc6800fe97895f79099ba9,0
01533dfa317cceac9148261db0e5afb4,1
015377f8258e4d0965b6a35d2150992d,1
01568d0363a76ac549637827727ff337,1
015fd6c18baa0b52fb5f5a66a913412e,0
0163d47b2dc5924632e2cc3506ad6e07,1
0167ab906b6f0d56a94d157f5c10c2de,1
016818094dab91c4a47e7c8834e99ea7,0
016949a83656598f91c1d8b8c58b9fd3,0
0169fbb23e2f3548641bb58dfffbfcb2,1
0171ff872626a0ad9cb94c2c40fce5cc,0
0173d2d4577128b3d1fcd1525a05b56b,0
0179689b4e74f488a3c1c6a1dd06c027,0
0179f8c9367849136962aef82eae2a4c,0
017bbcfe11016f038127628a6bd5a0c8,0
017c5a91051004513aa4bd5fa4418c18,0
017f632884d747ac3a5f064e2666aa7b,0
0180ac6fbdeb4c37512b9910bb79564c,0
018259b8feff1da6ced12c3bd2cf62d0,0
0187c1001b0963f409027ed4463908ab,0
018d2ca855e0d471fc605c39e4612605,1
019f94493f60d6cb145b4ce0af61a04c,0
01a0c23259c7322141be692c6f497b17,0
01a2fd978c70340c68062339c9e4e67e,0
01a462a8b743002d4323b7ffa0490ca6,0
01a704abfda6eee9067a72a50141573d,0
01abc7c1ec9c8d48c2de34b583d9c799,0
01b053f8c50ad83e6595702fa5d7291c,1
01b1b4d51d5e5ca9fcfb3892e6440e88,0
01b210320422d9bf04f2bba90a1726d6,1
01b5d84335a7ffd0fcb49befc60ba9ff,0
01b8f50b28618f77ab9c48bae08b9228,0
01b995a93a469f1b37ffc5c24c5f3ce3,0
01c0a6a4a63401bb953ef639af7110d7,0
01c26f4b0d4c6e79bfa457bc41145ef6,0
01c4667b650b6534d36704bc5289ae3d,1
01cd52695ed37063a53059decf139ba2,0
01ce4aaaa089c884e6633fdfa35f4a12,1
01d26154cd8a6b9ed8b0f0139c7d6296,0
01d339047d8e109432a6f851128797df,1
01d3860a9a1f3501c2907fb38ee15a76,1
01d598df31942dba6db9bc3254d8ae7a,1
01d61d7b1ad969a101aa9428be70b2d6,0
01df6f04a58324572c53ed8cb5056962,0
01e57472328172bc5eeff301fb764eb2,0
01e6ab8539f42558d332a1ba07f8cf69,1
01e9720b02c8e2565749cef9ccbce1f6,0
01e989e1c7717449123c273bc3090f39,0
01f54b8148912e81471f878482d5fd24,1
01faabac4f81c3b3de4d2180cb3cf003,0
02019338931889e5009ee494b22f997e,1
02036a7607167ccef1fb576eb4467c35,0
0205dd07261bd40cf93aaf172d1ac5ff,0
0207be3b4adbcde8798dbeb6cb450063,0
02110454d60fa4f9f50b88babf369276,0
021201587ea0cc126266f8ec100cff54,0
0218dbf1037298f89d965508968e073e,0
021b2a431a4a9eac8391caae91e8a95d,1
021d969291dcf19aea568e6e34803425,1
021ffeb5094f5058ca27a2494973b1a3,1
02211d2efe8e4901c2cdb1e6f5c123e7,0
0223757bdefcf4b49df3c0bab9902e29,0
0226fa0eb211818ab008758f421e4162,0
022adbf67ad14229719652d938ed1ab8,0
022c9006fd15c8b2b428bc72b3fdc4f3,1
022e2c17f2e846fed51283d1bb6d52fa,0
022f5cda498ea1feb7af640fb3331703,1
02324ad6d1ffa4f99bbc0263f8e44c5e,0
0232c45c6aefc893ff26545736180a69,0
0233f8f51f91ed35585f0fe0e254de4c,0
023847e163c11c1fc55e678c50dab8fa,1
023ba631fbbb8e83ea5708c0111878bd,1
023efa51de04f3d039afc37dd190cf31,1
023f30159ad0a68c54e77c28ee4f14ae,1
0242f2deb23374392311e17c96903024,0
02492e46f21d2aef1c9fafcfb325438e,0
024f8641d22a46068977d8f994bf7f47,0
0251723ee5ab557809f6290f47836d9d,1
0252b2d71228e299546c3dc34af53649,0
025698e745fd9bb0e5671831353814a7,0
0256eb05f893d4fd050a3fa3e4b52304,0
0258c607344e132f0d305f04695389a5,1
0266d4e34bfc0e32b3ff5bf954b86a8f,1
0268c8d37b070c1618bbc720f83d5723,0
026bdcd409b4717b1247abdf26cb4742,1
026d211207833678d6b9a591b0341cda,1
027285639eb566604093237a1d742bfd,0
027372b50db108ee87228f794edd915b,1
0283421bd93de149f206754a89238261,0
02884c991cdac63c3561c064c50b7ff1,1
0290c017951a37bd3d815942e3bc521d,0
02996eef64a032f31b7df7b504cb7cc6,0
029c2566aaffdddeee1b48daaeca75be,1
02a00ff898c76e82e9e1578ed54dcc71,1
02a1962c1a541cf31362d48378ebb10e,0
02a7052834594f7ef033120be6b10e3f,1
02bd26259ac0b3341e81d7b60107f5b6,1
02ce08839428d9a37b80d5b9de4d1c1f,0
02d52753332cf9e79bb17a4bfefcd9c4,0
02d7d5a666104867ca47aef2f7d55228,0
02d9e388f82b924214f0240eb9ab56ac,0
02db1c7b1c580c2e49be12198fdc79f3,1
02df09a2ffd9b19f4c12eca690fa08d0,0
02e006da19787b414d1ff3df8f60fdb6,0
02e0689d417dd8d364daf5f262ca04d5,0
02e1134f68860c487604aedb9ce3d89e,0
02e7b48b96b262e915d1d27577f5cd8b,0
02ef14a42d68a24f7807d36d3d6516ee,0
02f63cd5bd71adcfc390eb793524d45c,0
02f9d510db8b5a276aff53bbf90ab3bc,1
0305fc543c6f8ddd04cd2709c16581cf,0
0307b58e43e74f1d74c6f43be7e458e7,0
030972bb57f4254ca4be76f9cafd1a14,0
030a0ae6ea6067d19be47d5d7d3240dd,0
030aa7483d00cdf7fbc8285cf96a7c9e,0
030d68d395daa93a0380b65268e7f50c,0
030d798049f478c5c5b756a06224157e,0
0313fdce52f2c4fee644e9d649fbf497,1
031450ef672fbb1671e7d75076d709ef,0
031cd411386bf5d782bd6525cd6e9a3f,0
031d9f9f533f7502956ffb776f550312,1
031f5bab9d0527300cc9f32baa134d73,1
03220ee3e4ea642484ec889f9293cc6a,1
0322ed0304dc2c2cf4eb6beac9f1d573,0
032370c5cb9afd40c9e52bdaedcf5054,1
03269994e7dc10da324f2265e3c204d1,1
0327bde8f5b85f4b8d0d574bee8f7aca,1
0327f98b7e3eedc3ffaac144c30eedd5,0
032851e7efdb5aada3649d33ee6c3493,0
033195aa014379af24db07bea5e949e9,0
0349e677896547acda784bdc6fcb6d3f,1
034d2e90f407d2c88ca4a1889aa9905d,1
034e0cf40c3b3c2b2e37707428984845,0
03572f1279efa0c488f3b32653dd6967,0
035a14d83dc0dc4623ed4166074a1a23,1
035b67fa3bb0cb05b55b76d8926041a0,0
0363b5c6d14da9ef30dc642674650ec9,1
0366312896332c1d35eb0fd9241bdd46,0
0367b08d1b72bd3d0fdca7de187b9dc6,0
0371acf7bb489a09ade430954b2b8511,1
0376eaff1575e486f984209780cd4fc7,0
037d14309db789c55105f732ab4521f6,1
037ee8662ad9b8f0025aa0ea469132a1,1
03827d9da3ebcc5f44bb72672dc91501,0
0385f7c8535cb6c28939f1b431f9b8d3,0
03902d3bb772ba0daf042342f9e844ea,1
03903dd6bc470a44ed1cb27e4e965854,1
03912a91e16275cb07ea4f87ec538e37,0
03934a6d8ec3b14eabb911958b9ff46c,0
039be9eefb9ecb63bda4de59989b2599,0
03a33babc1193d39efa9c03da7f007aa,0
03a42a27a6a9a5d277f0cadb5674e11f,0
03a7ea4647bc87415d59116ea668d2ac,1
03bd32339c434d60df78f2d3af19525c,1
03bec39f80b1f3ebd091b30dcff0e298,1
03c0cf5307964659a7b10138228b6797,0
03c1d62f0aac5565670c2779f0b7a8e2,1
03ce34efb646249202912741c89bf9fc,1
03cf0cb99fa30d8715f7a0cf4d44a3f4,1
03cff10162937c4c67c99aa6b81f9912,1
03d33090521a8dd4ebdaafa6f8724d73,0
03deea29161f5aac922c7b5490206365,1
03e3be56e6903110baa3b6088bea83eb,0
03e5a828b975956a6ee68911868a6298,0
03e61fcebff9fbc37093ddee4b524d7f,1
03eb9de184dda25ef55a3ffb19f8126f,1
03ec62c3c87ac02f0881a31ed91de860,0
03edf8ae92fb4e8fe8fde222083481e1,1
03eeb029df201800e15b8dca9d9ee109,0
03f0c5d0248945896729809842da671b,0
03f7a1c80438bceddf91732847d3d174,0
03ffea64e22801e8e3a6ae6099096cb0,0
040026c9c18e8dc7ffc73f3790dbdf3b,0
0400deb0385271fe8dfa6f3e04634e35,0
0406a7aa7537e4769b280392fb4d8e75,0
04302ff8cfdaa26d6532881fd9a2f02c,0
0431602bd2cadad458cf3ddb0de8cdcb,1
043a51e10686ba6518f13a31137ba7c4,1
043b07797daf838f211bcf3ce1b245ca,0
0440c0fffd822d89384ac7de28fab22f,0
04412293ebd45fd87a9ecbd537b9341c,0
04416b64505de678d59277b73e5204bd,1
0446070449da4f5d306eed78ac6e6631,0
044a72df27ca273f3d21ce172cab680a,1
045148f544bd2afbf8cf664e27741be6,0
0458ee247a0eb4cef24181425256080e,1
045cdd76e5fb77020cd5a2b545b9fa33,0
045f92516cb8293aac38b727d20acae9,1
0460b17259549e1dcb3add7a4cc82305,0
046725694a9803cf2ee3f27f8038f37b,1
0468e03ea16eb18cb7fc81dc852434e4,1
046bf15b718472171511da41f303acff,0
046d1bb631947b3cffde8d754257f17a,0
046d98bf42bea2931277c9774ecad18b,0
047276c84cb5571f29f9fd0889cf2cd2,1
0476c9097886e519ae8229720b637985,0
047c1aa32c52768511d6e73e69b32442,1
047e87f542cb18361ac410de9abc0fbf,0
047f40998f71f8e4a2a26a686b89fd55,0
04817b2151bda35f068833fc716a9d5a,0
048ba9c56e430b58f984a4e40a4745e5,1
04958d373d62e4ce33b570c2bb3a7e50,0
04980596d66951166fa2ebfd96c84d22,1
049b4a71aa0e28b29e19627f8742deb9,1
04a187f2144d4bc50e67fe1eb767fb5d,0
04a250aa228e8bae2a0c9a7085f37288,0
04a32a7a40115d6f036e10abffc2f458,0
04a4c6afce528b5acc1ba2bb7b447b61,0
04a536ac67984d5c486f81db91922587,0
04a6c32a6f19a514c37ae04bb87cd6c7,0
04ae1c325ec51afcc468a4733236f0c6,0
04b1913b643867c3e71cf0401073e645,0
04b29710e24a921f4a7ad4d4db58ee75,0
04b51ac5581fed563d060bbd19de5f1b,1
04b8c67e14cb74d205c34263d2ccfd56,1
04c3ba5d614e715d779945b85a070ce4,1
04c52c7b6307f2bea9cd567f049f0ea1,0
04c85b9ac32357e75c54db78778c2214,0
04cb9e2c74db153edd3bff107b67f91c,1
04d211625088ef6fd911ab9ab697c1f4,1
04d499c1f579e0890692cec1f67d6fdb,0
04d91cdca738b83bf771c34465b128fc,1
04d967bded300e7d1294bf2d550d0c17,0
04d9ec1502f270a156ca7d98794778dc,0
04db140e90f37db96a96787120fb6293,1
04dd643f9b3a510c137dbff54537b344,0
04ddf347c34e2e4946b5ff3001709451,0
04df888a01d30e44c4428d42bd4ecb41,0
04f16c6e7e2eb27b571fc6301185cd96,1
04f5a99e4a579dd7d8277758840b7ef2,0
05001e821840812c863a826c60ab95a5,1
0502fa6e5d493b5e30707cf090c9509a,0
050463bb51c4d4b4b59e7ab38ecc9cdf,0
050abdbaa3e1a9ea4e79b66131ae1689,0
050d6395e9d0dd0655a01668662062fa,1
050f45b3f1d929c5abcebbee8931ea0a,1
050fa57336522a77e4214f8b49901c60,1
0516de5a7f9c8521758dc117538a13a7,0
0519c790d2de1133ea76258e6356355e,1
051e670f7cdf21eb23c812b41c921f1b,0
05251c7dea284d772e41869df7b35564,0
053139495d3994c9b391d58cd0058e61,0
0532d4fdfba54b2347e5ea8bb6c7a6c8,1
054cd2a41706267d2adfe0eddf8a85f8,0
055845dfd194aecf80673073cdc98964,1
055988769d4e7cdcb74ee5d6f8056d4c,0
0559fe317a50340ca83acd6a7126fda2,0
055d0ad8eb52fc412b08448f24f9a0cc,0
055d2353aeea454f57cbe43f9d90b118,0
055dd004aebde00780088e96b8d2f0fc,0
055eafcb383d40856fc00a5e3d4cc0b1,0
0563e0fe1b19809851d96ea4e2b31667,0
05651b44fe0369305c74e0c1e0bc3891,0
05657a9cb7ba71567f9dc71d4425e3cd,1
05756aa5eb8a589cf8fefb6cf9f60618,0
0578af302de6d3379416fc126d813df5,0
057d1f46b99ce62620afb1bba2ed4969,1
05873c8329d04f1259a82f9aab7a3cba,1
0588ea8e773a59f7496b926060c57f8a,0
058ece52940668787b6c1af24e912577,0
058f487dbca98709ddcd942e396a7869,0
05915b1f2272a15a1326664567c00863,0
0591e93fc7efc628a47e222f38bc37d2,0
05934de6d1ebb2d3cea9abbc6e55acb0,0
0596049d17025937bfbcdaab05a7a621,1
05a1e0ecebaa57a49a0aa8e8129081fc,0
05a5d878c779ee120a80dff4ac20e9e6,0
05a88f1eae9445e7c90ad988ad5f07e4,0
05a8acea2cfa428bab0ac6561dc24b6d,0
05ad196fe8752f61e3dfd023b5b9930c,0
05ae665541e804c70d4d2fb70cae82cb,0
05b1092b3d7ff80a88d52e2332628d13,0
05b1dd9919672418677eb18ae81f4764,0
05b2a63cd847def644571a5a6c199819,0
05b37dab863ab7d7d9bd5cd3533800a9,1
05b40e146d4fd987261a2f61c7e9f4c1,0
05b6505013c82b98d6da1275c1c44e37,0
05b77b66b1e0ce68c28657da477df055,0
05b880985d695a1915090475adf6b472,1
05c641394f39b223d978a4e65290463e,0
05ce05d0b080eaf59eda64e1384d0945,0
05cfb4d5c8ca3bb0e99f90789dfcf71c,0
05d0ff85e4bc02aed7f0d3472b0e46bc,1
05d1289df2d3274968904e7a17c28075,0
05db0b0c369f907641fc43fd4543b38f,1
05df919663b7b0656bde1443905ed1db,0
05e7ac9f22fb13c6b115a6cbe0c4c089,0
05f140a8c7a2dfba0783aaeff7c89db4,1
0601e42ba3bb7326be92f6434802ad33,0
0602fc1b2e8f73b64907b3bfd0d4bdc9,1
060acc0460c2e6648a1d5945b4a8a46c,1
061213ec74247077c30f3c2b1f2a2edc,0
0616e3adfdc40b42d529873302e6975e,0
0619b9a3379ea016dce780aa14dddcac,0
0619cfb4a9e738ab8cc54085957772e5,1
061b70776b4c30e7e73285f602d0d855,0
061d3d402dfe5dd6b0e349e0a4e81fa2,0
06208b85292860d61de953740d279525,0
0623126afcc5cb487789dae1f3817ad5,0
062965119e4ca77c242550c3cb61fa95,0
06308739bb51ce71f532c7095d099f76,0
0631d2f60188788df21a5d26ed4d327e,0
0631f073700989b50ea9c7b323d47dd4,1
063790a78905f9a05875d570f7bce134,0
063b1955a7d573f98a56d0dc49c45ac6,1
0642f4a9e7643fcefb09eb5073b283fd,0
064a4737667f8304ca3a9c7eb326c8ab,0
064d4f941291fb9ac583be6a57d506e2,0
06511c07f443034ac0b0b4e4f2082f81,0
0654aed3df8239ec89b93d395cb8472e,0
0657ba1642135146907e2e031e2ba6c6,1
06620e515f16479507f8317f588b6866,0
06647f5bd3095a6fb53bd86b82d1da96,1
066ca3ff74344ce37649a524294c6bcb,0
066e4536eed84532b2ec62ae437c9cb2,1
0670b0b6edb621a2327ea9c6fed0fab9,0
067676e8349571c6cebf5306ff98a832,0
06797f9c5767f82e48917b558eb439d8,1
067afc987ab0d8f5b72edd1f6360c35b,1
067f1ceb9db39e3675aa496d6f24d27c,1
068185ad5c65ae230148bd8a21a39b89,1
068463e02ef1f67eb324e52058eb2bf3,0
06921fd2c7ad34e76f3c6eed69fbd03c,0
06956b74ccf2398a0feb3967e205d96f,1
0695a3d335cc9cbb6c69f0b80faa94b6,0
069889ab96d23c688e03725bd1f22882,0
0698cd7621ed4238422411dd3024e498,0
06993adcb7a0c7d2bd49ecb0a0fc5360,1
06a563c4879b02aa833b111fd838c39b,0
06a6e6cbb43ff9e121bcf5895b399f33,1
06aa63049b2da2e202f0e1dee88e34d1,0
06b31070ec52a09c711df014dbb54ce8,0
06b3ee64d4cf96027c0de7470c25c0bc,0
06bfe7629dc010a70e6834349553bcde,1
06c34d300bcc1593563892596d5fa458,0
06c42bf166971a8c387fb30065f306f1,0
06c5d3d3cbf9087aa379f0fac2d891ca,1
06c7ae3746bb95880fb8ec67c58c2b64,0
06c887b7afcc7a3b4b431370203b8162,0
06ca01e0afd3d1da4dfd8d0bbd0dab5e,0
06cddcb4e508f93d20ef3ade8bede58f,0
06ce5dea38b6cbea609075cbf075a023,0
06ceb2eb8e5a367b77ba6c9e8328e0e7,0
06d40fcd75d8598f87cfa89f1155ed80,0
06d489a652e1e96aa3554419a951bfbb,0
06ddb1f4fbf74a9262338ca1e5d195e3,1
06e19fec8ae6b37bb92e3c6896fed80d,1
06e1be78df6240b5f0181b33844c3924,0
06e4355637433960af8850ba021cfc64,0
06ec3cbd24b425853ed0af2a3c1d21f0,0
06edee2f59f8ccec08ac41008fe96e14,1
06ee00a516798218ac85f5093b6c3de3,0
06fb46effdd7cd2120d50142e8e5a512,0
0705723c51edafd564857fc4e5523784,0
0708f49624e5f4ecbfa72e7405b8b817,0
0709f10d373bdf3c3ddc3279c8e16c41,1
070a5807e47bc7ffa91f22a1ab45a3ad,0
070aa6626ee3ebb873e769430a70c267,0
070dad72ae7bfcc8f7379f00aaa6f86e,0
070e09d4a34c425c904e44cabfff4eac,0
070f4842277bc3c1136f6cd5b9de5469,0
070fb1bfb712c264018ed5c4ef4cef91,0
071076ca890d3ca9a3f0b5ba7c83636c,1
071152fdded3dca1446020d608c9a096,0
071a56231a23291212c9e246867b0219,1
071dcab2a3133759554eef85be5d68d8,0
0721a92baa54461d3ca5ac9b8fc8d5d8,0
0721d9145c7241252100f3090f36f91f,0
072713b0eac6fba2759966f9b870cf97,0
072ebb90b0356bc6bfe0ce80a4431824,1
073b2a971b984d804408f8fe7ee40292,1
073ef67f0694d1d0ea95cb57ad470ebd,0
07400ab86cc36d5e4fd275d1efd0d175,0
0743572830e85e387a3472c256bc6fbf,1
0744d35addc70d26f488849dbf873c35,0
074f2f216357098eef762ac2892b07b1,0
0750be41de58396273ef258731b5d596,0
0750d61b4dc64b466397b869c52dc1e9,1
07524722c64f19164cfd03c120bb44b0,1
0753e82d162d9e20f96ab51eae4cd20c,1
075a35fdc4508362138fa75e05c13315,1
075df0fc3572c7d0372e510dc1417d4e,0
075dfde3c19a92959ce578cceb723282,1
07636f85898d3f5cd4f07e3e76edf7f7,1
076a27912f996eb35185356efae45100,0
07700d0573a286d8544d554a26afd775,1
0774523489df0a877dc840b9e11cefd0,0
07764914966a08272233b74ec02b14c1,1
077cab820440bd5e783daa0323c90bb6,0
0781e5edfa60608e787045c5a24f4920,1
0785745c92a982fd957c8d7c7f0db12d,0
0787d89f9d5f0f2224d843c06457b1b0,0
078d8415eabb519da379e749f63a5948,0
078dc605c5eb5df44d1105f51060ea9f,1
079547c9b19a8048cb71b7535acb16a8,1
079cbab23918fc9060119062831b764a,0
07a2068a82a0bf857d76476a714722fb,0
07a58570c1363b6d99e4c900b2e916db,0
07b56b8ca2b8dc82e222d0252a3e84b1,0
07bb231a41d8574102a33dcdd39f8266,1
07bca14a3acd9c34d25a733c9248d211,0
07c09e2991f771aaf89384a5a6d953a2,0
